,ship_mode,segment,city,state,postal_code,region,category,sub_category,product_name,sales,quantity,discount,profit,delivery_days,price_per_item,spent
1045,0,2,Rockford,Illinois,61107,2,1,Chairs,"Global Stack Chair without Arms, Black",254.604,14,0.3,-18.186,4,18.186,3564.456
1046,0,0,Miami,Florida,33142,3,2,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475,5,272.79200000000003,6819.8
1047,0,0,Miami,Florida,33142,3,1,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,5,34.12,307.08
1048,1,0,San Francisco,California,94109,0,2,Phones,Plantronics HL10 Handset Lifter,1113.504,12,0.2,125.2692,5,92.79199999999999,13362.047999999999
1049,1,0,San Francisco,California,94109,0,2,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0.0,37.9962,5,99.99,99.99
1050,2,1,Philadelphia,Pennsylvania,19134,1,1,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812,2,84.232,336.928
1051,2,1,Philadelphia,Pennsylvania,19134,1,0,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.436,2,3.36,13.44
1052,2,1,Philadelphia,Pennsylvania,19134,1,1,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.2,56.5776,2,31.432,2545.9919999999997
1053,0,2,New York City,New York,10009,1,0,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0.0,4.3524,4,5.58,22.32
1054,0,2,New York City,New York,10009,1,1,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0.0,22.764,4,54.2,216.8
1055,0,2,New York City,New York,10009,1,0,Binders,GBC Prestige Therm-A-Bind Covers,82.344,3,0.2,27.7911,4,27.447999999999997,247.03199999999998
1056,0,2,New York City,New York,10009,1,0,Binders,Avery Round Ring Poly Binders,9.088,4,0.2,3.2944,4,2.272,36.352
1057,0,1,San Diego,California,92037,0,0,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268,7,4.984,79.744
1058,0,1,San Diego,California,92037,0,0,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2,0.2,22.9488,7,32.784,131.136
1059,0,2,Philadelphia,Pennsylvania,19143,1,0,Fasteners,Stockwell Gold Paper Clips,4.416,3,0.2,1.6008,7,1.4720000000000002,13.248000000000001
1060,0,0,Houston,Texas,77095,2,1,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524,6,53.886,215.544
1061,0,1,Toledo,Ohio,43615,1,0,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216,3,0.2,4.5216,5,15.072000000000001,135.648
1062,0,1,Toledo,Ohio,43615,1,0,Fasteners,"Super Bands, 12/Pack",10.416,7,0.2,-2.2134,5,1.488,72.912
1063,0,1,Toledo,Ohio,43615,1,0,Art,Crayola Colored Pencils,7.872,3,0.2,1.2792,5,2.624,23.616
1064,0,1,Toledo,Ohio,43615,1,2,Phones,Plantronics 81402,118.782,3,0.4,-27.7158,5,39.594,356.346
1065,0,1,Toledo,Ohio,43615,1,0,Fasteners,Assorted Color Push Pins,1.448,1,0.2,0.2353,5,1.448,1.448
1066,0,1,Toledo,Ohio,43615,1,0,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47,5,0.7,-46.225,5,11.094,277.35
1067,2,0,San Francisco,California,94122,0,1,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178,1,48.712,779.392
1068,1,0,Brownsville,Texas,78521,2,0,Supplies,Staple remover,1.744,1,0.2,-0.3488,2,1.744,1.744
1069,0,2,Philadelphia,Pennsylvania,19143,1,0,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.176,4,0.7,-18.4624,4,6.294,100.704
1070,0,2,Los Angeles,California,90008,0,0,Art,Newell 333,19.46,7,0.0,5.0596,6,2.7800000000000002,136.22
1071,0,2,Denver,Colorado,80219,0,0,Paper,Xerox 1881,29.472,3,0.2,9.9468,4,9.824,88.416
1072,0,0,New York City,New York,10035,1,0,Binders,3M Organizer Strips,8.64,2,0.2,3.024,5,4.32,17.28
1073,0,0,Mesa,Arizona,85204,0,0,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,0.7,-4.598,7,1.254,31.349999999999998
1074,0,0,Mesa,Arizona,85204,0,0,Binders,Round Ring Binders,4.368,7,0.7,-3.3488,7,0.624,30.576
1075,0,0,Mesa,Arizona,85204,0,2,Accessories,Micropad Numeric Keypads,31.984,2,0.2,1.999,7,15.992,63.968
1076,2,2,Columbus,Indiana,47201,2,0,Art,Newell 328,40.88,7,0.0,10.6288,1,5.840000000000001,286.16
1077,1,0,Seattle,Washington,98105,0,0,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0.0,33.5888,2,59.98,239.92
1078,1,0,Seattle,Washington,98105,0,0,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.4888,2,10.48,94.32000000000001
1079,1,0,Seattle,Washington,98105,0,0,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.322,2,6.88,6.88
1080,0,1,Detroit,Michigan,48227,2,0,Paper,Easy-staple paper,19.92,4,0.0,9.3624,5,4.98,79.68
1081,0,1,Detroit,Michigan,48227,2,1,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0.0,121.7601,5,122.99000000000001,9962.19
1082,0,0,Yonkers,New York,10701,1,1,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208,4,104.574,6692.736
1083,0,0,Yonkers,New York,10701,1,0,Paper,Easy-staple paper,26.38,1,0.0,12.1348,4,26.38,26.38
1084,0,0,Yonkers,New York,10701,1,0,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.2468,4,181.46,725.84
1085,0,0,Yonkers,New York,10701,1,2,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0.0,2400.9657,4,699.99,34299.51
1086,3,0,Des Moines,Iowa,50315,2,0,Paper,Xerox 224,6.48,1,0.0,3.1104,0,6.48,6.48
1087,1,1,Oakland,California,94601,0,2,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.1976,5,23.992,215.928
1088,1,1,Oakland,California,94601,0,0,Labels,Avery 488,3.15,1,0.0,1.512,5,3.15,3.15
1089,0,1,Monroe,North Carolina,28110,3,1,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,6,15.992,63.968
1090,0,1,Monroe,North Carolina,28110,3,2,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,2,0.2,25.1944,6,35.992,143.968
1091,0,0,San Diego,California,92105,0,0,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0.0,33.642,7,13.350000000000001,1081.3500000000001
1092,0,0,San Diego,California,92105,0,2,Phones,AT&T 1080 Corded phone,219.184,2,0.2,19.1786,7,109.592,438.368
1093,0,2,Clinton,Maryland,20735,1,0,Paper,Xerox 1950,28.9,5,0.0,14.161,4,5.779999999999999,144.5
1094,0,2,Clinton,Maryland,20735,1,0,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0.0,103.2284,4,177.98,711.92
1095,0,2,Charlotte,North Carolina,28205,3,0,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.4682,5,49.74400000000001,2437.456
1096,0,2,Charlotte,North Carolina,28205,3,0,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272,5,5.112,250.488
1097,2,1,Los Angeles,California,90049,0,1,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196,3,89.568,2239.2
1098,2,2,San Francisco,California,94122,0,0,Art,Newell 326,7.04,4,0.0,2.0416,3,1.76,28.16
1099,2,2,San Francisco,California,94122,0,1,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0.0,4.1031,3,2.91,26.19
1100,2,2,San Francisco,California,94122,0,2,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0.0,9.6657,3,29.29,29.29
1101,2,2,San Francisco,California,94122,0,0,Art,Newell 346,8.64,3,0.0,2.5056,3,2.8800000000000003,25.92
1102,0,0,Houston,Texas,77041,2,0,Binders,Avery Non-Stick Binders,2.694,3,0.8,-4.7145,6,0.898,8.082
1103,0,0,Houston,Texas,77041,2,0,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878,6,0.9780000000000001,8.802
1104,0,0,Riverside,California,92503,0,0,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0.0,11.2308,6,7.640000000000001,68.76
1105,0,0,Houston,Texas,77041,2,0,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.3644,5,16.784,604.2239999999999
1106,0,0,Houston,Texas,77041,2,1,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566,5,1.164,4.656
1107,0,0,Houston,Texas,77041,2,0,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248,5,2.1559999999999997,53.9
1108,0,0,Houston,Texas,77041,2,0,Fasteners,Staples,58.368,12,0.2,21.888,5,4.864,700.416
1109,0,0,Houston,Texas,77041,2,0,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267,5,13.656,122.90400000000001
1110,0,0,Houston,Texas,77041,2,2,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186,5,14.392,359.79999999999995
1111,0,0,Houston,Texas,77041,2,0,Paper,Xerox 1905,10.368,2,0.2,3.6288,5,5.184,20.736
1112,0,0,Houston,Texas,77041,2,0,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264,5,0.596,2.384
1113,1,0,Encinitas,California,92024,0,0,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,5,23.336,93.344
1114,1,0,Encinitas,California,92024,0,1,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882,5,119.833,119.833
1115,1,0,Encinitas,California,92024,0,2,Accessories,Logitech Illuminated - Keyboard,119.98,2,0.0,57.5904,5,59.99,239.96
1116,1,1,San Francisco,California,94110,0,0,Labels,Self-Adhesive Removable Labels,6.3,2,0.0,3.024,2,3.15,12.6
1117,0,0,Roswell,Georgia,30076,3,0,Paper,Xerox 1908,279.9,5,0.0,137.151,4,55.98,1399.5
1118,0,0,Roswell,Georgia,30076,3,2,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.591,4,123.99000000000001,3099.75
1119,0,0,Roswell,Georgia,30076,3,0,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0.0,2.0492,4,2.18,8.72
1120,0,0,Roswell,Georgia,30076,3,0,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872,4,7.64,30.56
1121,0,0,Jonesboro,Arkansas,72401,3,2,Phones,Apple iPhone 5C,699.93,7,0.0,181.9818,6,99.99,4899.509999999999
1122,0,0,Jonesboro,Arkansas,72401,3,0,Art,Newell 351,22.96,7,0.0,6.6584,6,3.2800000000000002,160.72
1123,0,0,Jonesboro,Arkansas,72401,3,1,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.58,6,9.65,154.4
1124,0,0,Jonesboro,Arkansas,72401,3,0,Art,Newell 327,6.63,3,0.0,1.7901,6,2.21,19.89
1125,0,0,Jonesboro,Arkansas,72401,3,0,Envelopes,Staple envelope,23.34,3,0.0,10.9698,6,7.78,70.02
1126,0,0,Jonesboro,Arkansas,72401,3,1,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.2674,6,355.98,3203.82
1127,0,2,Richmond,Indiana,47374,2,0,Art,50 Colored Long Pencils,10.16,1,0.0,2.6416,5,10.16,10.16
1128,0,2,Richmond,Indiana,47374,2,0,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0.0,50.94,5,16.98,611.28
1129,0,0,Springfield,Virginia,22153,3,1,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.6624,4,85.98,1375.68
1130,0,0,Springfield,Virginia,22153,3,0,Paper,Xerox 1945,40.99,1,0.0,20.0851,4,40.99,40.99
1131,0,0,Springfield,Virginia,22153,3,0,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,28.755,4,12.78,319.5
1132,2,1,Antioch,California,94509,0,0,Paper,Xerox 216,19.44,3,0.0,9.3312,1,6.48,58.32000000000001
1133,0,2,Philadelphia,Pennsylvania,19134,1,0,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364,4,31.152,498.432
1134,0,2,Philadelphia,Pennsylvania,19134,1,0,Labels,Avery 502,7.56,3,0.2,2.646,4,2.52,22.68
1135,3,0,Homestead,Florida,33030,3,0,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571,0,28.408,255.67200000000003
1136,1,1,La Porte,Indiana,46350,2,0,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0.0,129.384,3,35.94,2300.16
1137,1,1,La Porte,Indiana,46350,2,0,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0.0,10.5504,3,18.84,75.36
1138,1,1,La Porte,Indiana,46350,2,0,Paper,Xerox 1896,19.98,2,0.0,8.991,3,9.99,39.96
1139,1,1,La Porte,Indiana,46350,2,0,Art,Newell 332,20.58,7,0.0,5.5566,3,2.94,144.06
1140,1,1,La Porte,Indiana,46350,2,0,Binders,Cardinal Slant-D Ring Binders,17.38,2,0.0,8.69,3,8.69,34.76
1141,0,0,Los Angeles,California,90045,0,1,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196,4,102.3,409.2
1142,0,0,Los Angeles,California,90045,0,0,Fasteners,Stockwell Push Pins,8.72,4,0.0,2.8776,4,2.18,34.88
1143,0,0,Los Angeles,California,90045,0,0,Paper,Xerox 223,6.48,1,0.0,3.1104,4,6.48,6.48
1144,0,0,Los Angeles,California,90045,0,2,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054,4,343.16,1372.64
1145,0,0,Los Angeles,California,90045,0,0,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.7886,4,62.18,62.18
1146,3,0,Lansing,Michigan,48911,2,0,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,0,322.038,1288.152
1147,3,0,Lansing,Michigan,48911,2,0,Fasteners,Staples,5.84,2,0.0,2.628,0,2.92,11.68
1148,3,0,Lansing,Michigan,48911,2,0,Binders,Acco Expandable Hanging Binders,12.76,2,0.0,5.8696,0,6.38,25.52
1149,3,0,Lansing,Michigan,48911,2,2,Phones,Shocksock Galaxy S4 Armband,10.95,1,0.0,0.438,0,10.95,10.95
1150,3,0,Lansing,Michigan,48911,2,2,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993,0,299.99,1199.96
1151,0,1,Cuyahoga Falls,Ohio,44221,1,1,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528,6,1.3920000000000001,50.112
1152,0,1,Reno,Nevada,89502,0,0,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0.0,1.638,6,1.82,7.28
1153,0,1,Reno,Nevada,89502,0,0,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217,6,22.824,1118.376
1154,2,2,Harrisonburg,Virginia,22801,3,0,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0,1,61.24,244.96
1155,2,2,Harrisonburg,Virginia,22801,3,1,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0.0,493.7856,1,320.64,15711.36
1156,2,2,Harrisonburg,Virginia,22801,3,0,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857,1,20.77,186.93
1157,2,2,Harrisonburg,Virginia,22801,3,1,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.0,100.122,1,227.55,910.2
1158,1,1,Los Angeles,California,90004,0,1,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,5,195.184,195.184
1159,0,0,Minneapolis,Minnesota,55407,2,0,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735,5,120.98,1088.82
1160,0,0,Minneapolis,Minnesota,55407,2,0,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77,5,5.77,23.08
1161,1,0,Escondido,California,92025,0,0,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0.0,15.6426,4,17.98,161.82
1162,0,2,New York City,New York,10035,1,2,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,5,9.99,9.99
1163,0,2,New York City,New York,10035,1,0,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,5,41.92,377.28000000000003
1164,0,2,New York City,New York,10035,1,0,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,5,5.064,126.6
1165,0,0,Jackson,Michigan,49201,2,0,Binders,Fellowes Binding Cases,46.8,4,0.0,21.06,4,11.7,187.2
1166,3,0,Seattle,Washington,98115,0,2,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0.0,49.2723,0,49.77,4031.37
1167,1,0,New York City,New York,10035,1,1,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,2,54.74,218.96
1168,1,0,New York City,New York,10035,1,0,Storage,Safco Industrial Wire Shelving System,272.94,3,0.0,0.0,2,90.98,818.8199999999999
1169,1,0,New York City,New York,10035,1,0,Paper,Xerox 1996,19.44,3,0.0,9.3312,2,6.48,58.32000000000001
1170,1,0,New York City,New York,10035,1,0,Storage,Iris Project Case,31.92,4,0.0,8.2992,2,7.98,127.68
1171,0,0,Royal Oak,Michigan,48073,2,0,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0.0,10.7424,4,11.19,44.76
1172,0,0,Los Angeles,California,90008,0,0,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,4,3.304,82.6
1173,0,0,Bloomington,Illinois,61701,2,0,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764,4,1.294,20.704
1174,2,1,New York City,New York,10035,1,0,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,3,8.352,300.672
1175,0,2,Concord,New Hampshire,3301,1,0,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,5,9.31,83.78999999999999
1176,1,2,Los Angeles,California,90004,0,0,Labels,Staple-on labels,11.56,4,0.0,5.4332,3,2.89,46.24
1177,0,0,Rockville,Maryland,20852,1,1,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.75,4,86.25,345.0
1178,0,0,Rockville,Maryland,20852,1,2,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0.0,44.9925,4,59.99,539.91
1179,1,2,Houston,Texas,77070,2,2,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,3,86.23200000000001,776.0880000000001
1180,0,0,Lakewood,New Jersey,8701,1,2,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,4,188.99,9260.51
1181,0,0,Lakewood,New Jersey,8701,1,0,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,4,1.88,7.52
1182,2,0,Jacksonville,North Carolina,28540,3,0,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,1,21.744,21.744
1183,2,0,Jacksonville,North Carolina,28540,3,2,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,1,1.584,39.6
1184,0,1,Seattle,Washington,98103,0,0,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,0.2,4.2336,6,1.728,84.672
1185,0,1,Seattle,Washington,98103,0,0,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0.0,9.7176,6,80.98,2915.2799999999997
1186,0,1,Seattle,Washington,98103,0,0,Paper,Xerox 220,25.92,4,0.0,12.4416,6,6.48,103.68
1187,0,1,Seattle,Washington,98103,0,0,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0.0,53.3466,6,98.79,395.16
1188,1,2,Los Angeles,California,90036,0,0,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,2,20.48,327.68
1189,1,2,Los Angeles,California,90036,0,2,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,2,111.192,7116.288
1190,1,2,Los Angeles,California,90036,0,1,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,2,297.408,2676.672
1191,1,2,Los Angeles,California,90036,0,0,Paper,Xerox 1908,223.92,4,0.0,109.7208,2,55.98,895.68
1192,1,2,Los Angeles,California,90036,0,0,Paper,Xerox 1924,23.12,4,0.0,11.3288,2,5.78,92.48
1193,3,1,Coral Springs,Florida,33065,3,0,Paper,Xerox 21,15.552,3,0.2,5.4432,0,5.184,46.656
1194,3,1,Coral Springs,Florida,33065,3,1,Furnishings,Ultra Door Push Plate,15.712,4,0.2,2.5532,0,3.928,62.848
1195,3,1,Coral Springs,Florida,33065,3,0,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2,0.2,2.1588,0,12.336,49.344
1196,3,1,Coral Springs,Florida,33065,3,1,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988,0,55.968,55.968
1197,0,0,Houston,Texas,77041,2,2,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,4,47.992,3887.352
1198,0,0,Houston,Texas,77041,2,1,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,4,23.996,383.936
1199,0,0,Houston,Texas,77041,2,0,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,4,272.198,4355.168
1200,0,1,Denver,Colorado,80219,0,1,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,6,181.336,1632.0240000000001
1201,0,1,Denver,Colorado,80219,0,0,Binders,Round Ring Binders,1.872,3,0.7,-1.4352,6,0.624,5.6160000000000005
1202,0,1,Denver,Colorado,80219,0,1,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794,6,284.784,2563.056
1203,0,1,Denver,Colorado,80219,0,0,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,6,296.784,1187.136
1204,0,1,Denver,Colorado,80219,0,0,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,6,112.68,1014.1200000000001
1205,2,0,Charlotte,North Carolina,28205,3,2,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,3,54.391999999999996,1359.8
1206,1,1,New York City,New York,10009,1,0,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,4,11.21,11.21
1207,1,1,New York City,New York,10009,1,0,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,4,3.048,27.432000000000002
1208,1,1,New York City,New York,10009,1,0,Fasteners,Ideal Clamps,14.07,7,0.0,6.8943,4,2.0100000000000002,98.49000000000001
1209,1,1,New York City,New York,10009,1,0,Art,Newell 315,41.86,7,0.0,10.465,4,5.9799999999999995,293.02
1210,1,1,New York City,New York,10009,1,0,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,4,4.272,17.088
1211,1,1,New York City,New York,10009,1,1,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7176,4,144.784,2316.544
1212,0,1,Philadelphia,Pennsylvania,19134,1,1,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704,4,70.686,282.744
1213,0,1,Philadelphia,Pennsylvania,19134,1,0,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276,4,1.518,6.072
1214,0,1,Philadelphia,Pennsylvania,19134,1,0,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024,4,4.503,4.503
1215,0,1,Philadelphia,Pennsylvania,19134,1,0,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768,4,4.672,4.672
1216,0,1,Philadelphia,Pennsylvania,19134,1,2,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,4,31.959999999999997,287.64
1217,0,1,Philadelphia,Pennsylvania,19134,1,1,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,4,8.512,34.048
1218,0,1,Philadelphia,Pennsylvania,19134,1,2,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,4,86.23200000000001,776.0880000000001
1219,0,1,Philadelphia,Pennsylvania,19134,1,2,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916,4,275.994,13523.706
1220,0,2,Los Angeles,California,90036,0,0,Storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.955,4,27.75,2247.75
1221,0,2,Los Angeles,California,90036,0,2,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928,4,31.992,2047.488
1222,2,0,New York City,New York,10024,1,1,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0.0,20.4822,1,37.93,341.37
1223,2,0,New York City,New York,10024,1,2,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0.0,34.386,1,78.15,78.15
1224,2,0,New York City,New York,10024,1,0,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048,1,1.728,1.728
1225,2,0,New York City,New York,10024,1,0,Paper,Easy-staple paper,40.56,4,0.0,19.8744,1,10.14,162.24
1226,2,0,New York City,New York,10024,1,0,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588,1,60.98,548.8199999999999
1227,2,0,New York City,New York,10024,1,0,Storage,Fellowes Econo/Stor Drawers,193.86,2,0.0,11.6316,1,96.93,387.72
1228,0,0,Los Angeles,California,90045,0,0,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0.0,7.4872,5,7.64,30.56
1229,0,0,Los Angeles,California,90045,0,1,Furnishings,Dax Clear Box Frame,8.73,1,0.0,2.9682,5,8.73,8.73
1230,0,0,Los Angeles,California,90045,0,0,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0.0,1.7608,5,2.84,11.36
1231,1,0,Buffalo,New York,14215,1,0,Art,Design Ebony Sketching Pencil,2.78,2,0.0,0.7228,2,1.39,5.56
1232,1,0,Buffalo,New York,14215,1,0,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0.0,35.982,2,39.98,159.92
